# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   67       5.142970991123e-11       4.217327828400e-14       4.157906464946e-13       0.000000000000e+00       3.207524688341e-11      -1.238876656265e-13      -9.812684167483e-15 
   68       5.176406158266e-11       4.398652564497e-14       3.845199013240e-13       0.000000000000e+00       3.097458994500e-11      -1.146239317388e-13      -9.946346290965e-15 
   69       5.217332298770e-11       4.583408142465e-14       3.515255229349e-13       0.000000000000e+00       2.991976726199e-11      -1.060631427633e-13      -1.004147854745e-14 
   70       5.265938657300e-11       4.771524513920e-14       3.168003092316e-13       0.000000000000e+00       2.891101898620e-11      -9.814035533959e-14      -1.010691134140e-14 
   71       5.322362000346e-11       4.962928055137e-14       2.803376744411e-13       0.000000000000e+00       2.794777446932e-11      -9.077458138113e-14      -1.015275700328e-14 
   72       5.386683692630e-11       5.157541588242e-14       2.421316127798e-13       0.000000000000e+00       2.702861034474e-11      -8.386809968133e-14      -1.019045785580e-14 
   73       5.458926773503e-11       5.355284402405e-14       2.021766621203e-13       0.000000000000e+00       2.615120860928e-11      -7.730576752034e-14      -1.023283428010e-14 
   74       5.539053033345e-11       5.556072275032e-14       1.604678676584e-13       0.000000000000e+00       2.531231470499e-11      -7.095433227144e-14      -1.029413278196e-14 
   75       5.626960089966e-11       5.759817492960e-14       1.170007455792e-13       0.000000000000e+00       2.450769560095e-11      -6.466174300760e-14      -1.039007405802e-14 
   76       5.722536180774e-11       5.966414044287e-14       7.177731530869e-14       0.000000000000e+00       2.373319060076e-11      -5.829437118185e-14      -1.053336779180e-14 
